customer_id,customer_name,customer_segment,product_id,product_name,product_category,product_subcategory,product_manufacturer,order_details_id,order_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode
57,Arianne Irving,Consumer,1522,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,Strathmore,1431,CA-2015-159709,3,0,77,0.49,158,5/10/2015,Kent,Washington,West,United States,98031,5/15/2015,Standard Class
697,Sheri Gordon,Consumer,38,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,Acco,1432,CA-2015-159800,3,0,12,0.27,44,11/28/2015,San Francisco,California,West,United States,94109,12/1/2015,First Class
697,Sheri Gordon,Consumer,1092,Micropad Numeric Keypads,Technology,Accessories,Other,1433,CA-2015-159800,7,0,35,0.25,140,11/28/2015,San Francisco,California,West,United States,94109,12/1/2015,First Class
471,Liz Pelletier,Consumer,91,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Other,1434,CA-2015-159814,2,0.2,1,0.23,4,6/24/2015,Tucson,Arizona,West,United States,85705,6/28/2015,Standard Class
621,Randy Bradley,Consumer,1476,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,Southworth,1435,CA-2015-159835,2,0.2,4,0.31,12,11/17/2015,Philadelphia,Pennsylvania,East,United States,19143,11/24/2015,Standard Class
621,Randy Bradley,Consumer,836,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,Hon,1436,CA-2015-159835,5,0.3,-94,-0.14,658,11/17/2015,Philadelphia,Pennsylvania,East,United States,19143,11/24/2015,Standard Class
375,Jim Kriz,Home Office,1353,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,Other,1437,CA-2015-159849,3,0,0,0.02,6,9/19/2015,San Francisco,California,West,United States,94110,9/19/2015,Same Day
5,Adam Hart,Corporate,1264,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,Universal,1438,CA-2015-160066,2,0,2,0.46,5,11/16/2015,Huntington Beach,California,West,United States,92646,11/22/2015,Standard Class
412,Justin MacKendrick,Consumer,887,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,Hunt,1439,CA-2015-160094,5,0,45,0.26,175,4/30/2015,Louisville,Kentucky,South,United States,40214,5/2/2015,First Class
412,Justin MacKendrick,Consumer,543,Economy Rollaway Files,Office Supplies,Storage,Other,1440,CA-2015-160094,5,0,215,0.26,826,4/30/2015,Louisville,Kentucky,South,United States,40214,5/2/2015,First Class
496,Mark Hamilton,Consumer,559,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon,1441,CA-2015-160157,3,0.2,-21,-0.11,191,12/20/2015,Hamilton,Ohio,East,United States,45011,12/27/2015,Standard Class
746,Thomas Seio,Corporate,521,DIXON Oriole Pencils,Office Supplies,Art,Dixon,1442,CA-2015-160262,7,0,5,0.26,18,6/9/2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class
746,Thomas Seio,Corporate,618,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,Executive Impressions,1443,CA-2015-160262,2,0,14,0.38,37,6/9/2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class
746,Thomas Seio,Corporate,1701,Xerox 1909,Office Supplies,Paper,Xerox,1444,CA-2015-160262,3,0,36,0.46,79,6/9/2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class
46,Anna Häberlin,Corporate,1040,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,Luxo,1445,CA-2015-160276,2,0,46,0.26,178,4/2/2015,Virginia Beach,Virginia,South,United States,23464,4/8/2015,Standard Class
421,Katharine Harms,Corporate,583,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon,1446,CA-2015-160738,2,0.2,4,0.09,45,5/5/2015,Freeport,Illinois,Central,United States,61032,5/10/2015,Standard Class
200,Darrin Martin,Consumer,1488,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,Other,1447,CA-2015-160766,1,0,4,0.26,17,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,1778,Xerox 198,Office Supplies,Paper,Xerox,1448,CA-2015-160766,9,0,21,0.47,45,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,1501,Staple envelope,Office Supplies,Envelopes,Staple envelope,1449,CA-2015-160766,7,0,31,0.46,68,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,1611,Vtech CS6719,Technology,Phones,Other,1450,CA-2015-160766,3,0,81,0.28,288,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,964,KI Adjustable-Height Table,Furniture,Tables,KI,1451,CA-2015-160766,9,0.4,-108,-0.23,464,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,853,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,Honeywell,1452,CA-2015-160766,2,0,198,0.33,601,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
200,Darrin Martin,Consumer,166,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,Ativa,1453,CA-2015-160766,4,0,1372,0.49,2800,9/14/2015,New York City,New York,East,United States,10009,9/14/2015,Same Day
454,Laurel Workman,Corporate,237,Avery Durable Binders,Office Supplies,Binders,Avery,1454,CA-2015-160773,6,0.7,-4,-0.7,5,7/1/2015,Deltona,Florida,South,United States,32725,7/5/2015,Standard Class
454,Laurel Workman,Corporate,1653,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,Other,1455,CA-2015-160773,2,0.2,72,0.13,576,7/1/2015,Deltona,Florida,South,United States,32725,7/5/2015,Standard Class
526,Michael Kennedy,Corporate,1209,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,Office Star,1456,CA-2015-161032,3,0,43,0.11,393,11/18/2015,Franklin,Wisconsin,Central,United States,53132,11/23/2015,Standard Class
647,Roger Demir,Consumer,1527,"Super Bands, 12/Pack",Office Supplies,Fasteners,Other,1457,CA-2015-161249,3,0.2,-1,-0.21,4,8/9/2015,Phoenix,Arizona,West,United States,85023,8/13/2015,Standard Class
647,Roger Demir,Consumer,257,Avery Hole Reinforcements,Office Supplies,Binders,Avery,1458,CA-2015-161249,5,0.7,-7,-0.7,9,8/9/2015,Phoenix,Arizona,West,United States,85023,8/13/2015,Standard Class
598,Paul Van Hugh,Home Office,1518,Stockwell Push Pins,Office Supplies,Fasteners,Stockwell,1459,CA-2015-161508,2,0.2,1,0.16,3,7/12/2015,League City,Texas,Central,United States,77573,7/16/2015,Standard Class
598,Paul Van Hugh,Home Office,1746,Xerox 195,Office Supplies,Paper,Xerox,1460,CA-2015-161508,3,0.2,6,0.35,16,7/12/2015,League City,Texas,Central,United States,77573,7/16/2015,Standard Class
598,Paul Van Hugh,Home Office,676,Fluorescent Highlighters by Dixon,Office Supplies,Art,Other,1461,CA-2015-161508,7,0.2,4,0.18,22,7/12/2015,League City,Texas,Central,United States,77573,7/16/2015,Standard Class
598,Paul Van Hugh,Home Office,832,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,Hon,1462,CA-2015-161508,3,0.3,-15,-0.03,512,7/12/2015,League City,Texas,Central,United States,77573,7/16/2015,Standard Class
147,Chris Cortes,Consumer,1713,Xerox 192,Office Supplies,Paper,Xerox,1463,CA-2015-161634,5,0,16,0.48,32,11/14/2015,Chesapeake,Virginia,South,United States,23320,11/20/2015,Standard Class
497,Mark Packer,Home Office,767,"Global Stack Chair without Arms, Black",Furniture,Chairs,Global,1464,CA-2015-162089,7,0.3,-9,-0.07,127,3/30/2015,Brownsville,Texas,Central,United States,78521,4/1/2015,First Class
497,Mark Packer,Home Office,927,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,Other,1465,CA-2015-162089,7,0.2,88,0.35,252,3/30/2015,Brownsville,Texas,Central,United States,78521,4/1/2015,First Class
497,Mark Packer,Home Office,116,Airmail Envelopes,Office Supplies,Envelopes,Other,1466,CA-2015-162089,5,0.2,113,0.34,336,3/30/2015,Brownsville,Texas,Central,United States,78521,4/1/2015,First Class
39,Angele Hood,Consumer,1540,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,Tenex,1467,CA-2015-162278,4,0,3,0.05,64,10/26/2015,Seattle,Washington,West,United States,98105,10/30/2015,Second Class
39,Angele Hood,Consumer,1611,Vtech CS6719,Technology,Phones,Other,1468,CA-2015-162278,5,0.2,38,0.1,384,10/26/2015,Seattle,Washington,West,United States,98105,10/30/2015,Second Class
366,Jeremy Lonsdale,Consumer,237,Avery Durable Binders,Office Supplies,Binders,Avery,1469,CA-2015-162362,4,0,6,0.49,12,11/14/2015,Midland,Michigan,Central,United States,48640,11/18/2015,Standard Class
366,Jeremy Lonsdale,Consumer,1520,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,Storex,1470,CA-2015-162362,3,0,6,0.5,13,11/14/2015,Midland,Michigan,Central,United States,48640,11/18/2015,Standard Class
42,Ann Steele,Home Office,42,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,Acco,1471,CA-2015-162684,2,0.2,2,0.34,6,8/1/2015,Philadelphia,Pennsylvania,East,United States,19120,8/6/2015,Standard Class
149,Chris Selesnick,Corporate,17,3-ring staple pack,Office Supplies,Binders,3-ring staple pack,1472,CA-2015-162775,3,0,3,0.48,6,1/13/2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class
149,Chris Selesnick,Corporate,1501,Staple envelope,Office Supplies,Envelopes,Staple envelope,1473,CA-2015-162775,2,0,5,0.47,11,1/13/2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class
149,Chris Selesnick,Corporate,374,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,Other,1474,CA-2015-162775,3,0,25,0.5,51,1/13/2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class
149,Chris Selesnick,Corporate,659,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Fellowes,1475,CA-2015-162775,6,0,34,0.06,573,1/13/2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class
149,Chris Selesnick,Corporate,1282,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Plantronics,1476,CA-2015-162775,6,0,259,0.4,647,1/13/2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class
175,Corey-Lock,Consumer,1503,Staple magnet,Office Supplies,Storage,Staple magnet,1477,CA-2015-162866,4,0.2,3,0.1,30,12/27/2015,Skokie,Illinois,Central,United States,60076,12/31/2015,Standard Class
175,Corey-Lock,Consumer,499,DAX Wood Document Frame,Furniture,Furnishings,DAX,1478,CA-2015-162866,6,0.6,-20,-0.6,33,12/27/2015,Skokie,Illinois,Central,United States,60076,12/31/2015,Standard Class
73,Bart Pistole,Corporate,227,Avery 516,Office Supplies,Labels,Avery,1479,CA-2015-162992,2,0,7,0.47,15,12/19/2015,Los Angeles,California,West,United States,90008,12/21/2015,First Class
73,Bart Pistole,Corporate,115,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,Advantus,1480,CA-2015-162992,5,0,9,0.39,23,12/19/2015,Los Angeles,California,West,United States,90008,12/21/2015,First Class
73,Bart Pistole,Corporate,447,Clarity 53712,Technology,Phones,Other,1481,CA-2015-162992,4,0.2,16,0.08,211,12/19/2015,Los Angeles,California,West,United States,90008,12/21/2015,First Class
73,Bart Pistole,Corporate,1628,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Other,1482,CA-2015-162992,5,0.2,73,0.13,584,12/19/2015,Los Angeles,California,West,United States,90008,12/21/2015,First Class
72,Bart Folk,Consumer,1147,Newell 331,Office Supplies,Art,Newell,1483,CA-2015-163013,3,0,4,0.27,15,11/28/2015,Montgomery,Alabama,South,United States,36116,12/4/2015,Standard Class
198,Darren Koutras,Consumer,662,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,Fellowes,1484,CA-2015-163034,5,0.2,-8,-0.01,646,11/24/2015,Chicago,Illinois,Central,United States,60610,11/28/2015,Standard Class
445,Kristen Hastings,Corporate,126,American Pencil,Office Supplies,Art,Other,1485,CA-2015-163223,4,0,3,0.29,9,3/21/2015,Springfield,Virginia,South,United States,22153,3/25/2015,Standard Class
445,Kristen Hastings,Corporate,201,Avery 492,Office Supplies,Labels,Avery,1486,CA-2015-163223,5,0,7,0.46,14,3/21/2015,Springfield,Virginia,South,United States,22153,3/25/2015,Standard Class
445,Kristen Hastings,Corporate,1648,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Wilson Jones,1487,CA-2015-163223,3,0,59,0.48,123,3/21/2015,Springfield,Virginia,South,United States,22153,3/25/2015,Standard Class
445,Kristen Hastings,Corporate,1712,Xerox 1919,Office Supplies,Paper,Xerox,1488,CA-2015-163223,3,0,60,0.49,123,3/21/2015,Springfield,Virginia,South,United States,22153,3/25/2015,Standard Class
445,Kristen Hastings,Corporate,1398,Samsung Galaxy S4 Active,Technology,Phones,Samsung,1489,CA-2015-163223,7,0,910,0.26,3500,3/21/2015,Springfield,Virginia,South,United States,22153,3/25/2015,Standard Class
416,Karen Carlisle,Corporate,1075,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,Memorex,1490,CA-2015-163293,3,0,13,0.39,33,9/8/2015,Macon,Georgia,South,United States,31204,9/11/2015,First Class
416,Karen Carlisle,Corporate,1063,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,Maxell,1491,CA-2015-163293,4,0,30,0.36,84,9/8/2015,Macon,Georgia,South,United States,31204,9/11/2015,First Class
729,Suzanne McNair,Corporate,791,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,Other,1492,CA-2015-163412,3,0.1,36,0.19,192,12/20/2015,New York City,New York,East,United States,10035,12/23/2015,Second Class
770,Tracy Zic,Consumer,322,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,BIC,1493,CA-2015-163419,1,0.2,1,0.24,3,11/11/2015,Louisville,Colorado,West,United States,80027,11/14/2015,Second Class
770,Tracy Zic,Consumer,1396,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Samsung,1494,CA-2015-163419,2,0.2,56,0.1,560,11/11/2015,Louisville,Colorado,West,United States,80027,11/14/2015,Second Class
770,Tracy Zic,Consumer,737,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,Global,1495,CA-2015-163419,5,0.2,75,0.13,604,11/11/2015,Louisville,Colorado,West,United States,80027,11/14/2015,Second Class
745,Thomas Brumley,Home Office,765,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,Global,1496,CA-2015-163447,14,0.1,162,0.21,767,12/27/2015,New York City,New York,East,United States,10011,12/31/2015,Standard Class
381,Joe Kamberova,Consumer,1652,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,Wilson Jones,1497,CA-2015-163468,3,0.8,-5,-1.7,3,11/18/2015,Des Plaines,Illinois,Central,United States,60016,11/21/2015,First Class
381,Joe Kamberova,Consumer,482,Dana Swing-Arm Lamps,Furniture,Furnishings,Dana,1498,CA-2015-163468,2,0.6,-7,-0.88,9,11/18/2015,Des Plaines,Illinois,Central,United States,60016,11/21/2015,First Class
381,Joe Kamberova,Consumer,365,BPI Conference Tables,Furniture,Tables,Other,1499,CA-2015-163468,4,0.5,-175,-0.6,292,11/18/2015,Des Plaines,Illinois,Central,United States,60016,11/21/2015,First Class
381,Joe Kamberova,Consumer,659,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Fellowes,1500,CA-2015-163468,5,0.2,-67,-0.18,382,11/18/2015,Des Plaines,Illinois,Central,United States,60016,11/21/2015,First Class
381,Joe Kamberova,Consumer,822,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,Hon,1501,CA-2015-163468,6,0.3,-30,-0.07,424,11/18/2015,Des Plaines,Illinois,Central,United States,60016,11/21/2015,First Class
451,Laura Armstrong,Corporate,225,Avery 514,Office Supplies,Labels,Avery,1502,CA-2015-163552,5,0,7,0.49,14,7/11/2015,Hackensack,New Jersey,East,United States,7601,7/15/2015,Standard Class
451,Laura Armstrong,Corporate,32,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Other,1503,CA-2015-163552,9,0,52,0.42,124,7/11/2015,Hackensack,New Jersey,East,United States,7601,7/15/2015,Standard Class
451,Laura Armstrong,Corporate,538,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,1504,CA-2015-163552,5,0,83,0.47,177,7/11/2015,Hackensack,New Jersey,East,United States,7601,7/15/2015,Standard Class
451,Laura Armstrong,Corporate,442,Cisco SPA508G,Technology,Phones,Cisco,1505,CA-2015-163552,3,0,57,0.29,198,7/11/2015,Hackensack,New Jersey,East,United States,7601,7/15/2015,Standard Class
451,Laura Armstrong,Corporate,742,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,Global,1506,CA-2015-163552,3,0,214,0.25,855,7/11/2015,Hackensack,New Jersey,East,United States,7601,7/15/2015,Standard Class
701,Shui Tom,Consumer,234,Avery Arch Ring Binders,Office Supplies,Binders,Avery,1507,CA-2015-163559,3,0.2,47,0.34,139,9/23/2015,New York City,New York,East,United States,10035,9/28/2015,Second Class
747,Thomas Thornton,Consumer,1169,Newell 351,Office Supplies,Art,Newell,1508,CA-2015-163650,3,0,3,0.29,10,9/23/2015,Dover,Delaware,East,United States,19901,9/25/2015,First Class
747,Thomas Thornton,Consumer,894,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,Ibico,1509,CA-2015-163650,3,0,16,0.45,35,9/23/2015,Dover,Delaware,East,United States,19901,9/25/2015,First Class
334,Hunter Glantz,Consumer,862,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,Hoover,1510,CA-2015-163748,4,0.8,-9,-2.7,3,10/14/2015,Fort Worth,Texas,Central,United States,76106,10/18/2015,Standard Class
334,Hunter Glantz,Consumer,797,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,Hewlett-Packard,1511,CA-2015-163748,5,0.2,625,0.31,2000,10/14/2015,Fort Worth,Texas,Central,United States,76106,10/18/2015,Standard Class
629,Richard Eichhorn,Consumer,224,Avery 513,Office Supplies,Labels,Avery,1512,CA-2015-163867,4,0.2,5,0.33,16,6/3/2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class
629,Richard Eichhorn,Consumer,471,"Contract Clock, 14"", Brown",Furniture,Furnishings,Other,1513,CA-2015-163867,7,0.6,-40,-0.65,62,6/3/2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class
629,Richard Eichhorn,Consumer,1345,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,Other,1514,CA-2015-163867,3,0.2,10,0.08,133,6/3/2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class
701,Shui Tom,Consumer,784,Griffin GC36547 PowerJolt SE Lightning Charger,Technology,Phones,Griffin,1515,CA-2015-164182,1,0.4,-2,-0.17,13,7/14/2015,Philadelphia,Pennsylvania,East,United States,19140,7/18/2015,Standard Class
701,Shui Tom,Consumer,932,iOttie HLCRIO102 Car Mount,Technology,Phones,iOttie,1516,CA-2015-164182,2,0.4,-14,-0.58,24,7/14/2015,Philadelphia,Pennsylvania,East,United States,19140,7/18/2015,Standard Class
701,Shui Tom,Consumer,1564,Tensor Track Tree Floor Lamp,Furniture,Furnishings,Tensor,1517,CA-2015-164182,2,0.2,1,0.04,32,7/14/2015,Philadelphia,Pennsylvania,East,United States,19140,7/18/2015,Standard Class
701,Shui Tom,Consumer,362,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,Boston,1518,CA-2015-164182,2,0.2,5,0.11,42,7/14/2015,Philadelphia,Pennsylvania,East,United States,19140,7/18/2015,Standard Class
615,Pierre Wener,Consumer,734,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,Other,1519,CA-2015-164210,4,0.2,13,0.35,36,11/18/2015,Louisville,Colorado,West,United States,80027,11/20/2015,Second Class
615,Pierre Wener,Consumer,314,Bevis Rectangular Conference Tables,Furniture,Tables,Bevis,1520,CA-2015-164210,2,0.5,-99,-0.68,146,11/18/2015,Louisville,Colorado,West,United States,80027,11/20/2015,Second Class
737,Ted Trevino,Consumer,1745,Xerox 1949,Office Supplies,Paper,Xerox,1521,CA-2015-164224,4,0.2,6,0.36,16,5/18/2015,Akron,Ohio,East,United States,44312,5/20/2015,Second Class
737,Ted Trevino,Consumer,507,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o,1522,CA-2015-164224,3,0.2,4,0.03,149,5/18/2015,Akron,Ohio,East,United States,44312,5/20/2015,Second Class
723,Sung Pak,Corporate,363,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,Boston,1523,CA-2015-164259,4,0.2,9,0.09,99,12/28/2015,Philadelphia,Pennsylvania,East,United States,19143,12/30/2015,First Class
638,Rob Dowd,Consumer,1790,Xerox 1990,Office Supplies,Paper,Xerox,1524,CA-2015-164315,3,0,7,0.45,16,4/2/2015,Athens,Georgia,South,United States,30605,4/8/2015,Standard Class
638,Rob Dowd,Consumer,615,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,Euro Pro,1525,CA-2015-164315,5,0,40,0.26,155,4/2/2015,Athens,Georgia,South,United States,30605,4/8/2015,Standard Class
638,Rob Dowd,Consumer,1105,Motorola Droid Maxx,Technology,Phones,Motorola,1526,CA-2015-164315,7,0,294,0.28,1050,4/2/2015,Athens,Georgia,South,United States,30605,4/8/2015,Standard Class
571,Nicole Brennan,Corporate,292,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,Belkin,1527,CA-2015-164385,3,0.2,14,0.1,144,9/26/2015,Philadelphia,Pennsylvania,East,United States,19134,10/1/2015,Second Class
307,Grace Kelly,Corporate,888,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,Hunt,1528,CA-2015-164469,1,0.2,1,0.09,9,6/25/2015,Salem,Oregon,West,United States,97301,6/27/2015,Second Class
307,Grace Kelly,Corporate,251,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,Avery,1529,CA-2015-164469,11,0.2,18,0.25,72,6/25/2015,Salem,Oregon,West,United States,97301,6/27/2015,Second Class
307,Grace Kelly,Corporate,1272,Plantronics 81402,Technology,Phones,Plantronics,1530,CA-2015-164469,5,0.2,20,0.08,264,6/25/2015,Salem,Oregon,West,United States,97301,6/27/2015,Second Class
454,Laurel Workman,Corporate,1505,Staple-based wall hangings,Furniture,Furnishings,Staple-based wall hangings,1531,CA-2015-164721,3,0,11,0.44,24,11/25/2015,Brentwood,California,West,United States,94513,11/27/2015,Second Class
454,Laurel Workman,Corporate,1659,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,Wirebound,1532,CA-2015-164721,4,0,12,0.46,27,11/25/2015,Brentwood,California,West,United States,94513,11/27/2015,Second Class
454,Laurel Workman,Corporate,297,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,Belkin,1533,CA-2015-164721,6,0,93,0.29,321,11/25/2015,Brentwood,California,West,United States,94513,11/27/2015,Second Class
492,Marina Lichtenstein,Corporate,674,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,Other,1534,CA-2015-164742,1,0,9,0.5,19,10/13/2015,Lakewood,New Jersey,East,United States,8701,10/18/2015,Second Class
492,Marina Lichtenstein,Corporate,755,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,1535,CA-2015-164742,2,0,27,0.11,246,10/13/2015,Lakewood,New Jersey,East,United States,8701,10/18/2015,Second Class
116,Bruce Geld,Consumer,183,Avery 476,Office Supplies,Labels,Avery,1536,CA-2015-164749,3,0.2,3,0.33,10,3/23/2015,Delray Beach,Florida,South,United States,33445,3/26/2015,First Class
508,Matthew Clasen,Corporate,1818,Xerox 214,Office Supplies,Paper,Xerox,1537,CA-2015-164861,4,0,12,0.48,26,12/3/2015,Saint Louis,Missouri,Central,United States,63116,12/6/2015,Second Class
715,Steven Roelle,Home Office,1807,Xerox 204,Office Supplies,Paper,Xerox,1538,CA-2015-164903,2,0,6,0.48,13,2/20/2015,Los Angeles,California,West,United States,90049,2/24/2015,Standard Class
222,Denise Monton,Corporate,1168,Newell 350,Office Supplies,Art,Newell,1539,CA-2015-164910,3,0.2,1,0.11,8,11/12/2015,Asheville,North Carolina,South,United States,28806,11/17/2015,Second Class
562,Nathan Mautz,Home Office,1579,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,Other,1540,CA-2015-164973,1,0,13,0.3,44,11/4/2015,New York City,New York,East,United States,10024,11/9/2015,Standard Class
562,Nathan Mautz,Home Office,529,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,DMI,1541,CA-2015-164973,1,0.1,24,0.18,136,11/4/2015,New York City,New York,East,United States,10024,11/9/2015,Standard Class
562,Nathan Mautz,Home Office,1251,Panasonic Kx-TS550,Technology,Phones,Panasonic,1542,CA-2015-164973,6,0,80,0.29,276,11/4/2015,New York City,New York,East,United States,10024,11/9/2015,Standard Class
562,Nathan Mautz,Home Office,1116,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,NETGEAR,1543,CA-2015-164973,4,0,130,0.36,360,11/4/2015,New York City,New York,East,United States,10024,11/9/2015,Standard Class
562,Nathan Mautz,Home Office,401,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,Canon,1544,CA-2015-164973,2,0,1996,0.5,3992,11/4/2015,New York City,New York,East,United States,10024,11/9/2015,Standard Class
417,Karen Daniels,Consumer,1598,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Universal,1545,CA-2015-165309,1,0.8,-2,-1.6,1,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,1655,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,Wirebound,1546,CA-2015-165309,5,0.2,8,0.36,22,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,356,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,Boston,1547,CA-2015-165309,3,0.2,7,0.1,68,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,733,Geemarc AmpliPOWER60,Technology,Phones,Other,1548,CA-2015-165309,2,0.2,17,0.11,148,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,448,Classic Ivory Antique Telephone ZL1810,Technology,Phones,Other,1549,CA-2015-165309,3,0.2,15,0.06,241,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,1684,Xerox 1893,Office Supplies,Paper,Xerox,1550,CA-2015-165309,8,0.2,95,0.36,262,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
417,Karen Daniels,Consumer,687,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,GBC,1551,CA-2015-165309,5,0.8,-1480,-1.65,897,11/11/2015,Houston,Texas,Central,United States,77095,11/15/2015,Standard Class
